original_address,lat,lon,formatted,name,housenumber,street,county_code,district,suburb,postcode,city,county,state,state_code,confidence_street_level,country,confidence_building_level,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
"Đường số 27,Phường Tân Quy,Quận 7,TP. Hồ Chí Minh",10.74298,106.710657,"Đường Số 27, Ho Chi Minh City, HC, Vietnam",,,Đường Số 27,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,0.15,Vietnam,,vn,0.15,0.15,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xô Viết Nghệ Tĩnh,Phường 21,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,Binh Thanh,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cây Điệp,Phường Đa Kao,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,,,,,,Ho Chi Minh City,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Mai Xuân Thưởng,Phường 11,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,Binh Thanh,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nam Kỳ Khởi Nghĩa,Phường Nguyễn Thái Bình,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, HC 71009, Vietnam",Quan 1,,,,Khu phố 3,Saigon,71009,Ho Chi Minh City,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thánh Tôn,Phường Bến Thành,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, HC 71006, Vietnam",Quan 1,,,,Khu phố 6,Saigon,71006,Ho Chi Minh City,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lâm Văn Bền,Phường Tân Quy,Quận 7,TP. Hồ Chí Minh",10.7513641,106.7157673,"10, Lam Van Ben, Ho Chi Minh City, HC 71800, Vietnam",,10,Lam Van Ben,,,,71800,Ho Chi Minh City,Phường Tân Hưng,Ho Chi Minh,HC,0.15,Vietnam,,vn,0.15,0.15,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Đình Xu,Phường Cầu Ông Lãnh,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,,,,,,,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Duẩn,Phường Đa Kao,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, HC 71006, Vietnam",Quan 1,,,,Khu phố 3,Saigon,71006,Ho Chi Minh City,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tôn Thất Thuyết,Phường 18,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",Quan 4,,,,,,,,Quan 4,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kinh Dương Vương,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",10.7507286,106.630413,"Công An Phường 12 Quận 6, 87, Đường Kinh Dương Vương, Ho Chi Minh City, 71910, Vietnam",Công An Phường 12 Quận 6,87,Đường Kinh Dương Vương,,,,71910,Ho Chi Minh City,Phường Phú Lâm,,,0.09,Vietnam,,vn,0.045,0.09,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lý Long Tường (H.2105),Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",22.39057,103.46863,"Phường Tân Phong, LI, Vietnam",,,,,,,,Phường Tân Phong,Lai Chau,Lai Chau,LI,,Vietnam,,vn,0.027777777777777776,0.1111111111111111,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Bùi Bằng Đoàn (Bắc Park Way),Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",Quan 7,,,,,,,,Quan 7,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hương Lộ 2,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.767441,106.609022,"Hẻm 671 Đường Hương Lộ 2, HC, Vietnam",,,Hẻm 671 Đường Hương Lộ 2,,,,,,Binh Tan,Ho Chi Minh,HC,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Chu Văn An,Phường An Phú,TP. Hồ Chí Minh(Mới)",10.7637115,106.62222124886463,"Công An Phường Bình Trị Đông, Hẻm 276 Tân Hòa Đông, Ho Chi Minh City, 72015, Vietnam",Công An Phường Bình Trị Đông,,Hẻm 276 Tân Hòa Đông,,,,72015,Ho Chi Minh City,Phường Bình Trị Đông,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 36,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bàu Le,Xã Hiệp Phước,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Ba Sa,Xã Tân An Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Nhiễu,Xã Bình Chánh,TP. Hồ Chí Minh(Mới)",10.680624,106.607692,"Đường Tân Nhiễu, HC, Vietnam",,,Đường Tân Nhiễu,,,,,,Binh Chanh,Ho Chi Minh,HC,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Long Thới,Huyện Nhà Bè,TP. Hồ Chí Minh",10.70033,106.71071,"Xã Phước Kiển, HC, Vietnam",,,,,,,,Xã Phước Kiển,Nha Be,Ho Chi Minh,HC,,Vietnam,,vn,0.045454545454545456,0.18181818181818182,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Xã An Thới Đông,TP. Hồ Chí Minh(Mới)",10.55141,106.8085,"Xã An Thới Đông, CG, Vietnam",,,,CG,,,,Xã An Thới Đông,Can Gio,Ho Chi Minh,HC,,Vietnam,,vn,0,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Bạch Đằng,Phường Thủ Dầu Một,TP. Hồ Chí Minh(Mới)",10.7784042,106.7075007796856,"Công viên Bến Bạch Đằng, Saigon, Ho Chi Minh City, Vietnam",Công viên Bến Bạch Đằng,,,,,Saigon,,Ho Chi Minh City,,,,,Vietnam,,vn,0,0.10526315789473684,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Xuân Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quận 1,Phường Thủ Dầu Một,TP. Hồ Chí Minh(Mới)",10.77974385,106.69901186265822,"Saigon Notre Dame Cathedral, 1, Paris Commune Square, Saigon, Ho Chi Minh City, 71006, Vietnam",Saigon Notre Dame Cathedral,1,Paris Commune Square,,Khu phố 3,Saigon,71006,Ho Chi Minh City,,,,,Vietnam,,vn,0.06173999999999999,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường D8,Phường Phú Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đồng Cây Viết,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Long Hòa,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Thành,Phường Chánh Phú Hòa,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Vành Đai 4,Phường Thới Hòa,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường ĐT 741,Phường Hòa Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đại Lộ Bình Dương,Phường Phú Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường D6,Phường Thới Hòa,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,71006,Ho Chi Minh City,,,,,Vietnam,,vn,0.45,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Hẻm 385 Lê Hồng Phong,Phường Phú Lợi,TP. Hồ Chí Minh(Mới)",10.79171672758112,106.65567009034822,"HCMC Metro Line 2 (Ben Thanh - Suoi Tien Section) - Construction, 385, Hẻm 1036/24 Cách Mạng Tháng 8, Ho Chi Minh City, 72117, Vietnam",HCMC Metro Line 2 (Ben Thanh - Suoi Tien Section) - Construction,385,Hẻm 1036/24  Cách Mạng Tháng 8,,,,72117,Ho Chi Minh City,Phường Tân Sơn Nhất,,,,Vietnam,0,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường D8,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,71006,Ho Chi Minh City,,,,,Vietnam,,vn,0.45,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường DX70,Phường Chánh Hiệp,TP. Hồ Chí Minh(Mới)",10.8246977,106.7156455,"Công Ty Vận Chuyển - Nhành Mai Mới, 23, Đường Số 2, Khu phố 44, Ho Chi Minh City, 72309, Vietnam",Công Ty Vận Chuyển - Nhành Mai Mới,23,Đường Số 2,,,Khu phố 44,72309,Ho Chi Minh City,Phường Hiệp Bình,,,0.21870000000000003,Vietnam,0.027919148936170216,vn,0.06972807446808511,0.27,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Văn Thạnh,Phường Chánh Hiệp,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường ĐT 741,Phường Chánh Phú Hòa,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bùi Quốc Khanh,Phường Thủ Dầu Một,TP. Hồ Chí Minh(Mới)",10.9877112,106.68058451378135,"Phường Phú Lợi, Vietnam",,,,,,,75111,,Phường Phú Lợi,,,,Vietnam,,vn,0.05555555555555555,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lào Cai,Phường Thủ Dầu Một,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Long Phước,Phường Long Phước,TP. Hồ Chí Minh(Mới)",10.803696,106.858755,"Đường Long Phước, Ho Chi Minh City, HC, Vietnam",,,Đường Long Phước,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tỉnh lộ 10,Xã Lê Minh Xuân,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,,Vietnam,,vn,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc lộ 14,Phường Chánh Phú Hòa,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Bàu Lâm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Duy Trinh,Phường Long Phước,TP. Hồ Chí Minh(Mới)",10.792535895851001,106.81089779937004,"HCMC - Nha Trang Railway, Hẻm 835 Nguyễn Duy Trinh, Ho Chi Minh City, 71350, Vietnam",HCMC - Nha Trang Railway,,Hẻm 835 Nguyễn Duy Trinh,,,,71350,Ho Chi Minh City,Phường Long Trường,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quốc lộ 55,Xã Xuyên Mộc,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Láng Lớn - Kim Long,Xã Bình Giã,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tôn Thất Tùng,Xã Đất Đỏ,TP. Hồ Chí Minh(Mới)",10.80621785,106.61794231768465,"Trường THCS Tôn Thất Tùng, 3, Đường D2, Ho Chi Minh City, 72011, Vietnam",Trường THCS Tôn Thất Tùng,3,Đường D2,,,,72011,Ho Chi Minh City,Phường Tân Sơn Nhì,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Láng Lớn - Kim Long,Xã Kim Long,TP. Hồ Chí Minh(Mới)",10.70159,107.22873,"Xã Kim Long, BV, Vietnam",,,,,,,,Xã Kim Long,Chau Duc,Ba Ria-Vung Tau,BV,,Vietnam,,vn,0,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Xã Bình Giã,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 6,Phường Bình Tân,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,71006,Ho Chi Minh City,,,,,Vietnam,,vn,0.45,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Châu Đức,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Kim Long,TP. Hồ Chí Minh(Mới)",20.66684,105.53419,"Xã Kim Bình, HO, Vietnam",,,,,,,,Xã Kim Bình,Kim Boi,Hoa Binh,HO,,Vietnam,,vn,0.018518518518518517,0.07407407407407407,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Lê Văn Việt,Phường Tăng Nhơn Phú,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hội Bài - Châu Pha,Phường Tân Hải,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 24,Phường Thới An,TP. Hồ Chí Minh(Mới)",10.867828,106.677198,"24, Đường Thạnh Xuân 18, Ho Chi Minh City, HC, Vietnam",,24,Đường Thạnh Xuân 18,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,0,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Võ Thị Sáu,Xã Phước Hải,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Tỵ,Xã Tân Nhựt,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,,Vietnam,,vn,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hiệp Thành 6,Phường Tân Thới Hiệp,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Lợi,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hiệp 11,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.905581,106.595474,"11, Đường Tân Hiệp 31, HC, Vietnam",,11,Đường Tân Hiệp 31,,,,,,Hoc Mon,Ho Chi Minh,HC,,Vietnam,0,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Nê,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trung Đông 7,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",10.901263,106.608708,"7, Đường Trung Đông 10, HC, Vietnam",,7,Đường Trung Đông 10,,,,,,Hoc Mon,Ho Chi Minh,HC,,Vietnam,0,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lã Xuân Oai,Phường Long Phước,TP. Hồ Chí Minh(Mới)",10.84489,106.786391,"Đường Lã Xuân Oai, Ho Chi Minh City, HC, Vietnam",,,Đường Lã Xuân Oai,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quốc lộ 51,Phường Phú Mỹ,TP. Hồ Chí Minh(Mới)",10.7659215,106.9660811,"Quốc lộ 51, Đường cao tốc Thành phố Hồ Chí Minh – Long Thành – Dầu Giây, Cầu Xéo, Ấp 2, 76206, Vietnam",Quốc lộ 51,,Đường cao tốc Thành phố Hồ Chí Minh – Long Thành – Dầu Giây,,,Cầu Xéo,76206,Ấp 2,Xã Long Thành,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Đình Chi,Xã Bình Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường T11,Xã Tân Quý Tây,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,,Vietnam,,vn,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Liễu,Xã Hưng Long,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,,Vietnam,,vn,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Bình Châu,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Thiên,Xã Phạm Văn Cội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường D9,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.8797358,106.8061911,"Ho Chi Minh city University of Technology, Tạ Quang Bửu, Tân Lập, 00084, Vietnam",Ho Chi Minh city University of Technology,,Tạ Quang Bửu,,,Tân Lập,00084,,Phường Đông Hòa,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Kênh 10,Xã Tân Nhựt,TP. Hồ Chí Minh(Mới)",10.773025,106.518945,"10, Đường kênh 3, HC, Vietnam",,10,Đường kênh 3,,,,,,Binh Chanh,Ho Chi Minh,HC,,Vietnam,0,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 13,Phường Vĩnh Tân,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 8,Phường Long Phước,TP. Hồ Chí Minh(Mới)",10.7693312,106.70362685389938,"State Bank of Vietnam, 8, Vo Van Kiet Highway, Saigon, Ho Chi Minh City, 72806, Vietnam",State Bank of Vietnam,8,Vo Van Kiet Highway,,Khu phố 1,Saigon,72806,Ho Chi Minh City,,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường An Nhơn,Xã An Nhơn Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lý Thị Chừng,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đỗ Đăng Tuyến,Xã An Nhơn Tây,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường DH619,Phường Long Nguyên,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cư Xá Phú Hòa,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cư Xá Phú Hòa,Xã Bình Mỹ,TP. Hồ Chí Minh(Mới)",22.62473,106.14185,"Xã Bình Dương, CB, Vietnam",,,,,,,,Xã Bình Dương,Hoa An,Cao Bang,CB,,Vietnam,,vn,0,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Trung Lập,Xã Thái Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Nghĩa Thành,TP. Hồ Chí Minh",21.04479175,105.78835043616013,"Ho Chi Minh National Academy of Politics, 419, Hoang Quoc Viet Road, Cầu Giấy District, Hanoi, 10065, Vietnam",Ho Chi Minh National Academy of Politics,419,Hoang Quoc Viet Road,,,Cầu Giấy District,10065,Hanoi,,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
