original_address,lat,lon,formatted,name,housenumber,street,district,postcode,suburb,city,county_code,county,state,confidence_building_level,state_code,country,country_code,confidence,confidence_street_level,confidence_city_level,attribution,attribution_license,attribution_url
"Đường Hồ Đắc Di,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Anh,Phường Bình Hưng Hòa,TP. Hồ Chí Minh(Mới)",10.7633619,106.62495153123675,"Công Viên 158 Phan Anh, 158, Ho Chi Minh City, Phường Phú Thạnh, Vietnam",Công Viên 158 Phan Anh,158,,,,,Ho Chi Minh City,,Phường Phú Thạnh,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phố Chợ,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.804498,106.794057,"Liên Phường, Ho Chi Minh City, HC, Vietnam",,,Liên Phường,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0.09999999999999999,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thoại Ngọc Hầu,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.77585,106.62301,"Hẻm 364 Đường Thoại Ngọc Hầu, Ho Chi Minh City, HC, Vietnam",,,Hẻm 364 Đường Thoại Ngọc Hầu,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Liễu,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.798666,106.621762,"Hẻm 40 Đường Lê Liễu, Ho Chi Minh City, HC, Vietnam",,,Hẻm 40 Đường Lê Liễu,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Sơn,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.790314325403648,106.70515923508536,"Nguyen Thi Minh Khai, Saigon, Ho Chi Minh City, 72200, Vietnam",Nguyen Thi Minh Khai,,Nguyen Thi Minh Khai,Khu phố 1,72200,Saigon,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường S5,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cách Mạng,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.79171672758112,106.65567009034822,"HCMC Metro Line 2 (Ben Thanh - Suoi Tien Section) - Construction, Hẻm 1036/24 Cách Mạng Tháng 8, Ho Chi Minh City, 72117, Vietnam",HCMC Metro Line 2 (Ben Thanh - Suoi Tien Section) - Construction,,Hẻm 1036/24  Cách Mạng Tháng 8,,72117,,Ho Chi Minh City,,Phường Tân Sơn Nhất,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tây Thạnh,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",10.8103795,106.62620242414233,"Nhà thi đấu Tây Thạnh - Quận Tân Phú, 97, Đường Dương Đức Hiền, Ho Chi Minh City, 70000, Vietnam",Nhà thi đấu Tây Thạnh - Quận Tân Phú,97,Đường Dương Đức Hiền,,70000,,Ho Chi Minh City,,Phường Tây Thạnh,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường 15,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",Tan Binh,,,,,,,,Tan Binh,Ho Chi Minh,,HC,Vietnam,vn,0.45,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 10,Phường Bình Trị Đông,Quận Bình Tân,TP. Hồ Chí Minh",10.791762,106.593357,"Đường Số 10, HC, Vietnam",,,Đường Số 10,,,,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường An Phú Đông 9,Phường An Phú Đông,Quận 12,TP. Hồ Chí Minh",10.8445383,106.6560721,"12, Đường số 9, Ho Chi Minh City, HC, Vietnam",,12,Đường số 9,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,0,HC,Vietnam,vn,0,,,,,
"Xã Vĩnh Lộc,TP. Hồ Chí Minh",20.09335,105.61121,"Xã Vĩnh Long, TH, Vietnam",,,,,,,Xã Vĩnh Long,,Vinh Loc,Thanh Hoa,,TH,Vietnam,vn,0.025,,0.1,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Phường An Phú Đông,Quận 12,TP. Hồ Chí Minh",10.79968,106.7559,"Phường An Phú, HC, Vietnam",,,,,,,Phường An Phú,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Phường Bảy Hiền,TP. Hồ Chí Minh",10.795793866407596,106.64796958517165,"HCMC Metro Line 2 (Ben Thanh - Suoi Tien Section) - Construction, Lê Ngân, Ho Chi Minh City, 72106, Vietnam",HCMC Metro Line 2 (Ben Thanh - Suoi Tien Section) - Construction,,Lê Ngân,,72106,,Ho Chi Minh City,,Phường Bảy Hiền,,,,Vietnam,vn,0,,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Gò Vấp,TP. Hồ Chí Minh",10.75488175,106.68943610437688,"People's Committee of Ward 1, Ben Van Don Street, Ho Chi Minh City, HC 72760, Vietnam",People's Committee of Ward 1,,Ben Van Don Street,,72760,,Ho Chi Minh City,,Phường Vĩnh Hội,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Quang Cơ,Phường Phú Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",Tan Phu,,,,,,,,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0.225,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Niệm,Phường Tân Thới Hòa,Quận Tân Phú,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Phường Tân Sơn Hòa,TP. Hồ Chí Minh(Mới)",10.79397,106.62169,"Phường Tân Quý, HC, Vietnam",,,,,,,Phường Tân Quý,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Phường Bình Tây,TP. Hồ Chí Minh(Mới)",10.87674,106.73285,"Phường Bình Chiểu, HC, Vietnam",,,,,,,Phường Bình Chiểu,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Phường An Nhơn,TP. Hồ Chí Minh(Mới)",10.8355833,106.7826086,"Công An Phường Tăng Nhơn Phú B, Đình Phong Phú, Khu phố 7, Ho Chi Minh City, HC 71211, Vietnam",Công An Phường Tăng Nhơn Phú B,,Đình Phong Phú,,71211,Khu phố 7,Ho Chi Minh City,,Phường Tăng Nhơn Phú,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Bình Hưng,TP. Hồ Chí Minh(Mới)",10.72659425,106.65468499431424,"UBND xã Bình Hưng, Đường Số 10, Ho Chi Minh City, HC 72400, Vietnam",UBND xã Bình Hưng,,Đường Số 10,,72400,,Ho Chi Minh City,,Xã Bình Hưng,Ho Chi Minh,,HC,Vietnam,vn,0.18000000000000002,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Tân Nhựt,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Tân Hòa,TP. Hồ Chí Minh(Mới)",10.7608529,106.7012374,"Phụ kiện trang trí sinh nhật Ellie Party, Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam, Nguyen Huu Hao Street, Ho Chi Minh City, 72806, Vietnam",Phụ kiện trang trí sinh nhật Ellie Party,"Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam",Nguyen Huu Hao Street,,72806,,Ho Chi Minh City,,Phường Khánh Hội,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Đức Nhuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Bàn Cờ,TP. Hồ Chí Minh(Mới)",15.86949,108.28224,"Xã Điện Phương, QM, Vietnam",,,,,,,Xã Điện Phương,,Dien Ban,Quang Nam,,QM,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Hương Lộ 3,Phường Bình Hưng Hòa,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quang Trung,Phường Thông Tây Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 4,Xã Tân Vĩnh Lộc,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Phạm Phú Thứ,Phường Tân Sơn,TP. Hồ Chí Minh(Mới)",10.742319,106.645441,"Hẻm 48 Đường Phạm Phú Thứ, Ho Chi Minh City, HC, Vietnam",,,Hẻm 48 Đường Phạm Phú Thứ,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 2,Phường Bình Hưng Hòa,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 16,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bình Long,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",10.7818918,106.61690575794319,"Chợ Bình Long, Hẻm 49 Đường Số 3, Ho Chi Minh City, 72031, Vietnam",Chợ Bình Long,,Hẻm 49 Đường Số 3,,72031,,Ho Chi Minh City,,Phường Bình Hưng Hòa,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Liên Khu 2-10,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.785104,106.601183,"Hẻm 11 Đường Liên Khu 2-10, HC, Vietnam",,,Hẻm 11 Đường Liên Khu 2-10,,,,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 26/3,Phường Bình Hưng Hòa,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Nhiêu Lộc,TP. Hồ Chí Minh(Mới)",,,,,,,,,,,,,,,,,,,,,,,
