original_address,lat,lon,formatted,street,housenumber,name,postcode,district,suburb,city,county,confidence_building_level,confidence_city_level,confidence_street_level,state,state_code,country,country_code,confidence,attribution,attribution_license,attribution_url
"Đường Tỉnh lộ 10,Xã Phạm Văn Hai,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Lắng (Liên Xã Bàu Hưng Lợi),Xã Tân Phú Trung,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cao Thị Bèo,Xã Phú Mỹ Hưng,Huyện Củ Chi,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Trần Văn Giàu,Xã Phạm Văn Hai,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Long Phước,TP. Hồ Chí Minh",10.785786457988813,106.85015139376017,"Ho Chi Minh City - Long Thanh - Dau Giay Expressway, Ho Chi Minh City, Vietnam",Ho Chi Minh City - Long Thanh - Dau Giay Expressway,,Ho Chi Minh City - Long Thanh - Dau Giay Expressway,,,,Ho Chi Minh City,Phường Long Phước,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hoàng Hữu Nam,Phường Long Thạnh Mỹ,Quận 9,TP. Hồ Chí Minh",10.853063,106.813647,"Đường Hoàng Hữu Nam, Ho Chi Minh City, HC 71216, Vietnam",Đường Hoàng Hữu Nam,,,71216,,,Ho Chi Minh City,Quan 8,,0.2571428571428571,0.07012987012987011,Ho Chi Minh,HC,Vietnam,vn,0.07012987012987011,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Xiển,Phường Long Thạnh Mỹ,Quận 9,TP. Hồ Chí Minh",10.835874,106.830024,"Đường Nguyễn Xiển, Ho Chi Minh City, HC, Vietnam",Đường Nguyễn Xiển,,,,,,Ho Chi Minh City,Quan 8,,0.2571428571428571,0.025714285714285714,Ho Chi Minh,HC,Vietnam,vn,0.025714285714285714,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Quốc Toản,Phường Long Hương,TP. Hồ Chí Minh(Mới)",10.788972300000001,106.61234732026362,"Trường THCS Trần Quốc Toản, 76, Kênh Nước Đen, Ho Chi Minh City, 72011, Vietnam",Kênh Nước Đen,76,Trường THCS Trần Quốc Toản,72011,,,Ho Chi Minh City,Phường Bình Hưng Hòa,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường DH 615,Phường Bến Cát,TP. Hồ Chí Minh(Mới)",11.1382995,106.6125955,"Bến Cát, Vietnam",,,,75900,,,Bến Cát,Phường Bến Cát,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Tỉnh lộ 750,Xã Trừ Văn Thố,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 31,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"31, Đường Thạnh Xuân 52, HC, Vietnam",Đường Thạnh Xuân 52,31,,,,,,Hoc Mon,0,0.2222222222222222,0.19999999999999998,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Lộc 29,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"29, Quản Bạch, DT, Vietnam",Quản Bạch,29,,,,,,TP Cao Lanh,0,0.3333333333333333,0.041666666666666664,Dong Thap,DT,Vietnam,vn,0.01875,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quốc Lộ 1A,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,,Quan 12,,,,,Quan 12,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc Lộ 1A,Phường An Phú Đông,Quận 12,TP. Hồ Chí Minh",10.7824462,106.6221599,"Phụ tùng Kỳ Tân Phú, 14, Đường Phạm Văn Xảo, Ho Chi Minh City, HC 70000, Vietnam",Đường Phạm Văn Xảo,14,Phụ tùng Kỳ Tân Phú,70000,,,Ho Chi Minh City,Phường Phú Thạnh,,0.45,0.11252114999999999,Ho Chi Minh,HC,Vietnam,vn,0.05626057499999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Oanh,Phường 15,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,Go Vap,Binh Thanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 21,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"21, Đường Thạnh Xuân 52, HC, Vietnam",Đường Thạnh Xuân 52,21,,,,,,Hoc Mon,0,0.2222222222222222,0.19999999999999998,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 1,Xã Nhà Bè,TP. Hồ Chí Minh(Mới)",10.6956953,106.7395591,"Nhà Bè, Vietnam",,,,72915,,,Nhà Bè,Xã Nhà Bè,,,,,,Vietnam,vn,0.05555555555555555,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Thị Kỉnh,Xã Nhà Bè,TP. Hồ Chí Minh(Mới)",10.6956953,106.7395591,"Nhà Bè, Vietnam",,,,72915,,,Nhà Bè,Xã Nhà Bè,,,,,,Vietnam,vn,0.05555555555555555,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường C1,Xã Nhà Bè,TP. Hồ Chí Minh(Mới)",10.6956953,106.7395591,"Nhà Bè, Vietnam",,,,72915,,,Nhà Bè,Xã Nhà Bè,,,,,,Vietnam,vn,0.05555555555555555,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường A5,Xã Nhà Bè,TP. Hồ Chí Minh(Mới)",10.6956953,106.7395591,"Nhà Bè, Vietnam",,,,72915,,,Nhà Bè,Xã Nhà Bè,,,,,,Vietnam,vn,0.05555555555555555,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 11,Phường Long Trường,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tô Ký,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Chí Công,Phường Long Trường,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kênh 11,Xã Bình Lợi,TP. Hồ Chí Minh(Mới)",10.779797,106.502518,"11, Đường Kênh Số 11, HC, Vietnam",Đường Kênh Số 11,11,,,,,,Binh Chanh,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Kênh 9,Xã Bình Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kênh 10,Xã Bình Lợi,TP. Hồ Chí Minh(Mới)",10.709394,106.568114,"10, Đường Kênh 10, HC, Vietnam",Đường Kênh 10,10,,,,,,Binh Chanh,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đinh Văn Ước,Xã Hưng Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cách Mạng Tháng Tám,Phường Thuận An,TP. Hồ Chí Minh(Mới)",10.779535,106.677208,"Hẻm 357 Đường Cách Mạng Tháng Tám, Ho Chi Minh City, HC, Vietnam",Hẻm 357 Đường Cách Mạng Tháng Tám,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Xuân 3,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.87957,106.596054,"3, Đường Tân Xuân 1, HC, Vietnam",Đường Tân Xuân 1,3,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tiền Lân 14,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.830793,106.598737,"14, Đường Tiền Lân 13, HC, Vietnam",Đường Tiền Lân 13,14,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Sáng,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Điểm 4,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.83775,106.604233,"4, Đường Bà Điểm 10B, HC, Vietnam",Đường Bà Điểm 10B,4,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đồng Tâm,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hiệp 10,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.905581,106.595474,"10, Đường Tân Hiệp 31, HC, Vietnam",Đường Tân Hiệp 31,10,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới Sơn 12,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.871292,106.582293,"12, Đường Xuân Thới Sơn 20, HC, Vietnam",Đường Xuân Thới Sơn 20,12,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Hiệp 13,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.905581,106.595474,"13, Đường Tân Hiệp 31, HC, Vietnam",Đường Tân Hiệp 31,13,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới Sơn 16,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.871292,106.582293,"16, Đường Xuân Thới Sơn 20, HC, Vietnam",Đường Xuân Thới Sơn 20,16,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Văn Sáng,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trung Đông 11,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",10.901263,106.608708,"11, Đường Trung Đông 10, HC, Vietnam",Đường Trung Đông 10,11,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bùi Viện,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Thị Bốc,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trương Thị Như,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Thượng 58C,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.84601,106.591149,"58c, Đường Xuân Thới Thượng 58C, HC, Vietnam",Đường Xuân Thới Thượng 58C,58c,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đồng Bà Canh,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Thượng 59,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.855774,106.562474,"59, Đường Xuân Thới Thượng 2, HC, Vietnam",Đường Xuân Thới Thượng 2,59,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới Thượng 26,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.855774,106.562474,"26, Đường Xuân Thới Thượng 2, HC, Vietnam",Đường Xuân Thới Thượng 2,26,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Đành,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Sơn 17,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.871292,106.582293,"17, Đường Xuân Thới Sơn 20, HC, Vietnam",Đường Xuân Thới Sơn 20,17,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới Thượng 1,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.858997,106.590638,"1, Đường Xuân Thới Thượng 31-1, HC, Vietnam",Đường Xuân Thới Thượng 31-1,1,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới 2,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.8612449,106.6015844,"Chung Cư Hoàng Quân, 2, Nguyen Thi Soc, Ho Chi Minh City, 71717, Vietnam",Nguyen Thi Soc,2,Chung Cư Hoàng Quân,71717,,,Ho Chi Minh City,Xã Xuân Thới Sơn,0,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Thử,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Sơn 27,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.871292,106.582293,"27, Đường Xuân Thới Sơn 20, HC, Vietnam",Đường Xuân Thới Sơn 20,27,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới Thượng 72,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.855774,106.562474,"72, Đường Xuân Thới Thượng 2, HC, Vietnam",Đường Xuân Thới Thượng 2,72,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường TK13,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kênh Trung  Ương,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 8,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Ấp Đông,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Thử,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thới Tam Thôn 17,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",10.875,106.618554,"17, Đường Thới Tam Thôn 17, HC, Vietnam",Đường Thới Tam Thôn 17,17,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Vành Đai 3,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Rành,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thới Nhì 15,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.888193,106.577997,"15, Đường Tân Thới Nhì 1, HC, Vietnam",Đường Tân Thới Nhì 1,15,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới Thượng 9,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.851745,106.590894,"9, Đường Xuân Thới Thượng 9, HC, Vietnam",Đường Xuân Thới Thượng 9,9,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới Sơn 8,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.871292,106.582293,"8, Đường Xuân Thới Sơn 20, HC, Vietnam",Đường Xuân Thới Sơn 20,8,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Nghé,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Nê,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nhị Bình 15,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",10.902585,106.684714,"15, Đường Nhị Bình 19, HC, Vietnam",Đường Nhị Bình 19,15,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tỉnh Lộ 7,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thới Nhì 17,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.888193,106.577997,"17, Đường Tân Thới Nhì 1, HC, Vietnam",Đường Tân Thới Nhì 1,17,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 10,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thới Nhì 16,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.888193,106.577997,"16, Đường Tân Thới Nhì 1, HC, Vietnam",Đường Tân Thới Nhì 1,16,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới Sơn 20,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.871292,106.582293,"20, Đường Xuân Thới Sơn 20, HC, Vietnam",Đường Xuân Thới Sơn 20,20,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tỉnh Lộ 15,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Sơn 38,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.871292,106.582293,"38, Đường Xuân Thới Sơn 20, HC, Vietnam",Đường Xuân Thới Sơn 20,38,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới Thượng 18,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.855774,106.562474,"18, Đường Xuân Thới Thượng 2, HC, Vietnam",Đường Xuân Thới Thượng 2,18,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đông Thạnh 1,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",10.7430598,106.6122062,"Nhà Hàng HuTong, 1, Đường số 17A, Ho Chi Minh City, 73118, Vietnam",Đường số 17A,1,Nhà Hàng HuTong,73118,,,Ho Chi Minh City,Phường An Lạc,0,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Nê,Phường Chánh Phú Hòa,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 15,Phường Đức Nhuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bến Cỏ,Xã An Nhơn Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bến Than,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 15,Phường Chánh Phú Hòa,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bùi Viện,Xã An Nhơn Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
